Contract Account,Meterid,CoCd,OPCO
10054015408,102971331,1160,NYSEG
10033477364,102971332,1160,NYSEG
10012202478,102971333,1160,NYSEG
10049965048,102971339,1160,NYSEG
10048194483,102971340,1160,NYSEG
10052819702,102971341,1160,NYSEG
10027567873,102971342,1160,NYSEG
10021519730,102971344,1160,NYSEG
10034714104,102971345,1160,NYSEG
10042191436,102971346,1160,NYSEG
10012553185,102971347,1160,NYSEG
10012553177,102971348,1160,NYSEG
10047102982,102971349,1160,NYSEG
10015350274,102971350,1160,NYSEG
10044956398,102971351,1160,NYSEG
10046851894,102971352,1160,NYSEG
10015350266,102971353,1160,NYSEG
10010755071,102971358,1160,NYSEG
10010755055,102971359,1160,NYSEG
10010755063,102971360,1160,NYSEG
10052678389,102971361,1160,NYSEG
10010809159,102971362,1160,NYSEG
10046360532,102971363,1160,NYSEG
10051267069,102971364,1160,NYSEG
10043201887,102971366,1160,NYSEG
10040182197,102971367,1160,NYSEG
10053191374,102971368,1160,NYSEG
10012552153,102971370,1160,NYSEG
10046732144,102971371,1160,NYSEG
10025384396,102971372,1160,NYSEG
10046492483,102971373,1160,NYSEG
10010806643,102971374,1160,NYSEG
10010806684,102971375,1160,NYSEG
10032128802,102971376,1160,NYSEG
10035389377,102971377,1160,NYSEG
10041482778,102971378,1160,NYSEG
10047670582,102971379,1160,NYSEG
10013680540,102971380,1160,NYSEG
10053021092,102971381,1160,NYSEG
10043070506,102971382,1160,NYSEG
10010809241,102971383,1160,NYSEG
10010809258,102971384,1160,NYSEG
10030368665,102971385,1160,NYSEG
10012200282,102971386,1160,NYSEG
10021869655,102971387,1160,NYSEG
10052476073,102971388,1160,NYSEG
10012200498,102971389,1160,NYSEG
10052947669,102971390,1160,NYSEG
10051709193,102971391,1160,NYSEG
10046372792,102971392,1160,NYSEG
10090042689,102971393,1160,NYSEG
10049601684,102971394,1160,NYSEG
10049624595,102971395,1160,NYSEG
10050486462,102971396,1160,NYSEG
10044316205,102971397,1160,NYSEG
10046515689,102971398,1160,NYSEG
10010806817,102971399,1160,NYSEG
10010806825,102971400,1160,NYSEG
10010806759,102971401,1160,NYSEG
10010809316,102971402,1160,NYSEG
10010809993,102971403,1160,NYSEG
10048016694,102971404,1160,NYSEG
10025033209,102971405,1160,NYSEG
10049791105,102971406,1160,NYSEG
10053143573,102971407,1160,NYSEG
10035714145,102971408,1160,NYSEG
10032499260,102971409,1160,NYSEG
10010809183,102971410,1160,NYSEG
10049756843,102971411,1160,NYSEG
10032979220,102971412,1160,NYSEG
10049381329,102971414,1160,NYSEG
10090238865,102971415,1160,NYSEG
10090205088,102971416,1160,NYSEG
10032318783,102971417,1160,NYSEG
10044370814,102971422,1160,NYSEG
10010806734,102971423,1160,NYSEG
10054074116,102971424,1160,NYSEG
10010806726,102971425,1160,NYSEG
10010850039,102971426,1160,NYSEG
10010850005,102971427,1160,NYSEG
10052715272,102971428,1160,NYSEG
10037108478,102971429,1160,NYSEG
10033893461,102971430,1160,NYSEG
10050232841,102971432,1160,NYSEG
10049943144,102971433,1160,NYSEG
10090511873,102971434,1160,NYSEG
10045414199,102971435,1160,NYSEG
10045778619,102971436,1160,NYSEG
10012553227,102971437,1160,NYSEG
10013680466,102971438,1160,NYSEG
10047277743,102971439,1160,NYSEG
10045326336,102971440,1160,NYSEG
10051407848,102971441,1160,NYSEG
10012552146,102971442,1160,NYSEG
10051310380,102971443,1160,NYSEG
10041628800,102971444,1160,NYSEG
10012552138,102971445,1160,NYSEG
10041346429,102971446,1160,NYSEG
10043010825,102971447,1160,NYSEG
10050757540,102971448,1160,NYSEG
10010850161,102971449,1160,NYSEG
10047448831,102971450,1160,NYSEG
10040110321,102971452,1160,NYSEG
10035820025,102971453,1160,NYSEG
10033948489,102971458,1160,NYSEG
10053107529,102971459,1160,NYSEG
10090341792,102971461,1160,NYSEG
10044722584,102971462,1160,NYSEG
10052501458,102971463,1160,NYSEG
10010850112,102971464,1160,NYSEG
10039231823,102971465,1160,NYSEG
10034983220,102971466,1160,NYSEG
10052916110,102971469,1160,NYSEG
10010755956,102971470,1160,NYSEG
10090827360,102971471,1160,NYSEG
10032836412,102971472,1160,NYSEG
10030294226,102971473,1160,NYSEG
10048469505,102971474,1160,NYSEG
10044462850,102971475,1160,NYSEG
10051266020,102971476,1160,NYSEG
10036180981,102971477,1160,NYSEG
10048531577,102971478,1160,NYSEG
10052506143,102971479,1160,NYSEG
10050869022,102971480,1160,NYSEG
10018407410,102971481,1160,NYSEG
10028163581,102971482,1160,NYSEG
10043373595,102971483,1160,NYSEG
10043373652,102971484,1160,NYSEG
10044103793,102971486,1160,NYSEG
10043333789,102971487,1160,NYSEG
10013558175,102971488,1160,NYSEG
10010805983,102971489,1160,NYSEG
10012202098,102971490,1160,NYSEG
10012202239,102971491,1160,NYSEG
10047681340,102971492,1160,NYSEG
10043653145,102971493,1160,NYSEG
10090744110,102971494,1160,NYSEG
10090461855,102971495,1160,NYSEG
10049136905,102971496,1160,NYSEG
10052155438,102971497,1160,NYSEG
10045637369,102971499,1160,NYSEG
10012202775,102971500,1160,NYSEG
10052139267,102971501,1160,NYSEG
10053101969,102971502,1160,NYSEG
10048593577,102971503,1160,NYSEG
10090125252,102971504,1160,NYSEG
10014134133,102971505,1160,NYSEG
10011615886,102971506,1160,NYSEG
10090102194,102971507,1160,NYSEG
10048744568,102971508,1160,NYSEG
10011615639,102971509,1160,NYSEG
10015296857,102971514,1160,NYSEG
10034590108,102971515,1160,NYSEG
10015296519,102971517,1160,NYSEG
10051700143,102971522,1160,NYSEG
10049464588,102971523,1160,NYSEG
10049653776,102971524,1160,NYSEG
10011615944,102971525,1160,NYSEG
10014190424,102971526,1160,NYSEG
10049012601,102971528,1160,NYSEG
10048180045,102971529,1160,NYSEG
10011615902,102971530,1160,NYSEG
10049280653,102971531,1160,NYSEG
10011615936,102971532,1160,NYSEG
10011615894,102971533,1160,NYSEG
10051905916,102971535,1160,NYSEG
10048005192,102971536,1160,NYSEG
10051978004,102971537,1160,NYSEG
10041020115,102971538,1160,NYSEG
10015296477,102971540,1160,NYSEG
10015296451,102971541,1160,NYSEG
10011615589,102971542,1160,NYSEG
10044585783,102971543,1160,NYSEG
10050400448,102971544,1160,NYSEG
10011616009,102971545,1160,NYSEG
10050466902,102971546,1160,NYSEG
10048839657,102971547,1160,NYSEG
10012202882,102971548,1160,NYSEG
10045130027,102971550,1160,NYSEG
10051632890,102971552,1160,NYSEG
10053694526,102971553,1160,NYSEG
10048839681,102971554,1160,NYSEG
10052156568,102971555,1160,NYSEG
10048817141,102971556,1160,NYSEG
10053677893,102971557,1160,NYSEG
10048981285,102971559,1160,NYSEG
10090775122,102971561,1160,NYSEG
10051690492,102971564,1160,NYSEG
10014191695,102971565,1160,NYSEG
10090156836,102971566,1160,NYSEG
10054119333,102971567,1160,NYSEG
10046101142,102971568,1160,NYSEG
10044175965,102971569,1160,NYSEG
10014190200,102971570,1160,NYSEG
10051157906,102971571,1160,NYSEG
10014190176,102971572,1160,NYSEG
10014190218,102971573,1160,NYSEG
10036343308,102971578,1160,NYSEG
10047449532,102971579,1160,NYSEG
10052019626,102971580,1160,NYSEG
10011563037,102971583,1160,NYSEG
10047115794,102971584,1160,NYSEG
10038107370,102971585,1160,NYSEG
10090256503,102971586,1160,NYSEG
10052491866,102971587,1160,NYSEG
10031629800,102971588,1160,NYSEG
10013558365,102971589,1160,NYSEG
10051346830,102971590,1160,NYSEG
10051308020,102971591,1160,NYSEG
10040999483,102971592,1160,NYSEG
10044586757,102971593,1160,NYSEG
10090313452,102971599,1160,NYSEG
10052683579,102971600,1160,NYSEG
10053975024,102971601,1160,NYSEG
10090459891,102971602,1160,NYSEG
10090556373,102971603,1160,NYSEG
10090054312,102971604,1160,NYSEG
10053901269,102971605,1160,NYSEG
10011563102,102971606,1160,NYSEG
10041561548,102971607,1160,NYSEG
10011563045,102971608,1160,NYSEG
10011563110,102971609,1160,NYSEG
10010806411,102971610,1160,NYSEG
10010806361,102971611,1160,NYSEG
10090761726,102971612,1160,NYSEG
10051380250,102971613,1160,NYSEG
10010806270,102971614,1160,NYSEG
10048703556,102971615,1160,NYSEG
10035154144,102971616,1160,NYSEG
10010806163,102971617,1160,NYSEG
10010806015,102971618,1160,NYSEG
10090147264,102971619,1160,NYSEG
10029659553,102971620,1160,NYSEG
10090209635,102971621,1160,NYSEG
10034949189,102971622,1160,NYSEG
10011616140,102971623,1160,NYSEG
10053762349,102971624,1160,NYSEG
10042547868,102971625,1160,NYSEG
10090845230,102971626,1160,NYSEG
10054170021,102971627,1160,NYSEG
10044949864,102971629,1160,NYSEG
10049922197,102971630,1160,NYSEG
10047158349,102971631,1160,NYSEG
10090421990,102971632,1160,NYSEG
10049056657,102971642,1160,NYSEG
10039422877,102971643,1160,NYSEG
10010806312,102971644,1160,NYSEG
10045398129,102971645,1160,NYSEG
10090178426,102971646,1160,NYSEG
10090813287,102971647,1160,NYSEG
10053284781,102971648,1160,NYSEG
10054147102,102971649,1160,NYSEG
10010806494,102971650,1160,NYSEG
10028397981,102971651,1160,NYSEG
10010806502,102971653,1160,NYSEG
10047292007,102971654,1160,NYSEG
10012204276,102971655,1160,NYSEG
10037047239,102971656,1160,NYSEG
10027519304,102971657,1160,NYSEG
10052916565,102971658,1160,NYSEG
10052211629,102971659,1160,NYSEG
10053861612,102971660,1160,NYSEG
10052271110,102971661,1160,NYSEG
10034679588,102971662,1160,NYSEG
10053543616,102971663,1160,NYSEG
10090630210,102971664,1160,NYSEG
10032972498,102971665,1160,NYSEG
10034804103,102971666,1160,NYSEG
10042568260,102971667,1160,NYSEG
10033115113,102971668,1160,NYSEG
10045995866,102971669,1160,NYSEG
10044261856,102971670,1160,NYSEG
10050056364,102971671,1160,NYSEG
10043580041,102971672,1160,NYSEG
10053934443,102971673,1160,NYSEG
10090711077,102971674,1160,NYSEG
10049525172,102971675,1160,NYSEG
10053430798,102971676,1160,NYSEG
10043014512,102971677,1160,NYSEG
10051253903,102971678,1160,NYSEG
10042187855,102971679,1160,NYSEG
10036263993,102971680,1160,NYSEG
10049309379,102971681,1160,NYSEG
10017645804,102972392,1160,NYSEG
10053296082,102972394,1160,NYSEG
10054168017,102972395,1160,NYSEG
10033340182,102972396,1160,NYSEG
10048419955,102972397,1160,NYSEG
10017592519,102972398,1160,NYSEG
10017592535,102972399,1160,NYSEG
10090841650,102972400,1160,NYSEG
10050850881,102972401,1160,NYSEG
10028229093,102972402,1160,NYSEG
10046211784,102972403,1160,NYSEG
10012203542,102972408,1160,NYSEG
10012203526,102972409,1160,NYSEG
10012203864,102972410,1160,NYSEG
10040764929,102972411,1160,NYSEG
10051100047,102972412,1160,NYSEG
10090190819,102972413,1160,NYSEG
10052700860,102972414,1160,NYSEG
10052865507,102972415,1160,NYSEG
10090735936,102972416,1160,NYSEG
10018916592,102972417,1160,NYSEG
10018916618,102972418,1160,NYSEG
10053237789,102972419,1160,NYSEG
10053020953,102972424,1160,NYSEG
10053878236,102972425,1160,NYSEG
10052620480,102972426,1160,NYSEG
10054097802,102972427,1160,NYSEG
10048174568,102972428,1160,NYSEG
10033714824,102972429,1160,NYSEG
10016908054,102972431,1160,NYSEG
10030629728,102972432,1160,NYSEG
10031948705,102972433,1160,NYSEG
10017592790,102972435,1160,NYSEG
10051319928,102972436,1160,NYSEG
10090327635,102972437,1160,NYSEG
10052148235,102972438,1160,NYSEG
10052648796,102972439,1160,NYSEG
10028272713,102972440,1160,NYSEG
10044627189,102972441,1160,NYSEG
10044480886,102972442,1160,NYSEG
10047376040,102972444,1160,NYSEG
10043737328,102972446,1160,NYSEG
10052802476,102972447,1160,NYSEG
10051932969,102972448,1160,NYSEG
10036327319,102972449,1160,NYSEG
10043184133,102972450,1160,NYSEG
10044742459,102972451,1160,NYSEG
10049296980,102972452,1160,NYSEG
10048940372,102972454,1160,NYSEG
10053812847,102972455,1160,NYSEG
10051372273,102972460,1160,NYSEG
10037924114,102972462,1160,NYSEG
10017594994,102972463,1160,NYSEG
10017594432,102972468,1160,NYSEG
10045410031,102972469,1160,NYSEG
10090869339,102972470,1160,NYSEG
10017594515,102972471,1160,NYSEG
10052414629,102972472,1160,NYSEG
10043553857,102972473,1160,NYSEG
10050764298,102972474,1160,NYSEG
10050483741,102972475,1160,NYSEG
10010755469,102972480,1160,NYSEG
10054102677,102972481,1160,NYSEG
10010755568,102972482,1160,NYSEG
10010755485,102972483,1160,NYSEG
10049179491,102972484,1160,NYSEG
10090274142,102972485,1160,NYSEG
10053112057,102972486,1160,NYSEG
10018915321,102972488,1160,NYSEG
10033512350,102972489,1160,NYSEG
10015298747,102972490,1160,NYSEG
10051776168,102972491,1160,NYSEG
10028255411,102972492,1160,NYSEG
10018916899,102972493,1160,NYSEG
10045914560,102972494,1160,NYSEG
10046060249,102972495,1160,NYSEG
10020455282,102972496,1160,NYSEG
10013406854,102972497,1160,NYSEG
10036295656,102972498,1160,NYSEG
10040338989,102972499,1160,NYSEG
10010281441,102972500,1160,NYSEG
10045802252,102972501,1160,NYSEG
10090777292,102972502,1160,NYSEG
10090777524,102972503,1160,NYSEG
10045358719,102972508,1160,NYSEG
10041602839,102972509,1160,NYSEG
10037107207,102972510,1160,NYSEG
10016311689,102972511,1160,NYSEG
10037954848,102972512,1160,NYSEG
10016311630,102972513,1160,NYSEG
10051530136,102972514,1160,NYSEG
10051302957,102972515,1160,NYSEG
10041148411,102972517,1160,NYSEG
10013339964,102972518,1160,NYSEG
10052322947,102972519,1160,NYSEG
10039283121,102972520,1160,NYSEG
10053892914,102972521,1160,NYSEG
10016311085,102972522,1160,NYSEG
10016311069,102972523,1160,NYSEG
10044712890,102972528,1160,NYSEG
10050438281,102972530,1160,NYSEG
10052665675,102972531,1160,NYSEG
10016310715,102972532,1160,NYSEG
10034570647,102972533,1160,NYSEG
10023533820,102972534,1160,NYSEG
10049361610,102972535,1160,NYSEG
10035800944,102972536,1160,NYSEG
10043953024,102972537,1160,NYSEG
10044023975,102972538,1160,NYSEG
10051348364,102972539,1160,NYSEG
10054086540,102972540,1160,NYSEG
10052455226,102972541,1160,NYSEG
10052761854,102972542,1160,NYSEG
10053970611,102972543,1160,NYSEG
10090100180,102972544,1160,NYSEG
10048993645,102972545,1160,NYSEG
10013407563,102972546,1160,NYSEG
10013407555,102972547,1160,NYSEG
10053986625,102972548,1160,NYSEG
10053476767,102972550,1160,NYSEG
10051553286,102972551,1160,NYSEG
10034142686,102972552,1160,NYSEG
10038084967,102972553,1160,NYSEG
10030985658,102972554,1160,NYSEG
10046265764,102972555,1160,NYSEG
10053904164,102972556,1160,NYSEG
10051265154,102972557,1160,NYSEG
10049588857,102972558,1160,NYSEG
10048962582,102972559,1160,NYSEG
10051326162,102972560,1160,NYSEG
10052844551,102972561,1160,NYSEG
10016311648,102972562,1160,NYSEG
10040947573,102972563,1160,NYSEG
10053923255,102972564,1160,NYSEG
10050868842,102972565,1160,NYSEG
10053964168,102972566,1160,NYSEG
10051162377,102972567,1160,NYSEG
10034515402,102972568,1160,NYSEG
10045918009,102972569,1160,NYSEG
10033325142,102972570,1160,NYSEG
10048755267,102972571,1160,NYSEG
10051051836,102972580,1160,NYSEG
10053890371,102972581,1160,NYSEG
10053455845,102972582,1160,NYSEG
10043627628,102972583,1160,NYSEG
10053762141,102972584,1160,NYSEG
10053732631,102972585,1160,NYSEG
10050982585,102972587,1160,NYSEG
10053976188,102972588,1160,NYSEG
10054064471,102972589,1160,NYSEG
10053952312,102972590,1160,NYSEG
10053857016,102972591,1160,NYSEG
10090445742,102972592,1160,NYSEG
10090060913,102972593,1160,NYSEG
10090448027,102972594,1160,NYSEG
10054071732,102972595,1160,NYSEG
10051359130,102972596,1160,NYSEG
10035402972,102972597,1160,NYSEG
10053580782,102972598,1160,NYSEG
10037587655,102972599,1160,NYSEG
10025234625,102972600,1160,NYSEG
10034013846,102972601,1160,NYSEG
10031876534,102972602,1160,NYSEG
10042951003,102972603,1160,NYSEG
10034570662,102972604,1160,NYSEG
10054038368,102972605,1160,NYSEG
10044583242,102972607,1160,NYSEG
10054010979,102972608,1160,NYSEG
10054201693,102972609,1160,NYSEG
10049622938,102972610,1160,NYSEG
10050922532,102972611,1160,NYSEG
10051397098,102972612,1160,NYSEG
10052984779,102972613,1160,NYSEG
10052068649,102972614,1160,NYSEG
10051135928,102972615,1160,NYSEG
10052647657,102972616,1160,NYSEG
10054192462,102972617,1160,NYSEG
10053885561,102972618,1160,NYSEG
10090066282,102972619,1160,NYSEG
10024590340,102972620,1160,NYSEG
10013407589,102972621,1160,NYSEG
10035843464,102972622,1160,NYSEG
10029841029,102972623,1160,NYSEG
10053945902,102972624,1160,NYSEG
10016311168,102972625,1160,NYSEG
10016311051,102972626,1160,NYSEG
10046263488,102972627,1160,NYSEG
10015289308,102972640,1160,NYSEG
10048783186,102972641,1160,NYSEG
10037275871,102972644,1160,NYSEG
10018918218,102972645,1160,NYSEG
10030869951,102972646,1160,NYSEG
10052276945,102972648,1160,NYSEG
10053885819,102972649,1160,NYSEG
10054009427,102972650,1160,NYSEG
10053920293,102972651,1160,NYSEG
10018916972,102972656,1160,NYSEG
10045153896,102972657,1160,NYSEG
10018916873,102972658,1160,NYSEG
10018916949,102972659,1160,NYSEG
10016246190,102972660,1160,NYSEG
10053629811,102972662,1160,NYSEG
10016246091,102972663,1160,NYSEG
10015111247,102972664,1160,NYSEG
10049536781,102972672,1160,NYSEG
10090889915,102972673,1160,NYSEG
10051063161,102972674,1160,NYSEG
10052067088,102972675,1160,NYSEG
10018908037,102972676,1160,NYSEG
10025783431,102972677,1160,NYSEG
10048291461,102972678,1160,NYSEG
10046988704,102972679,1160,NYSEG
10054190714,102972696,1160,NYSEG
10052518486,102972697,1160,NYSEG
10054141303,102972699,1160,NYSEG
10090772962,102972700,1160,NYSEG
10029441853,102972701,1160,NYSEG
10052224143,102972702,1160,NYSEG
10018907930,102972703,1160,NYSEG
10052145595,102972708,1160,NYSEG
10034688654,102972709,1160,NYSEG
10041297200,102972710,1160,NYSEG
10018916782,102972711,1160,NYSEG
10054012918,102972720,1160,NYSEG
10053956115,102972721,1160,NYSEG
10051114337,102972722,1160,NYSEG
10053879093,102972723,1160,NYSEG
10049934044,102972724,1160,NYSEG
10044293784,102972725,1160,NYSEG
10043327195,102972726,1160,NYSEG
10047787089,102972727,1160,NYSEG
10018917210,102972732,1160,NYSEG
10039297063,102972733,1160,NYSEG
10018917269,102972734,1160,NYSEG
10018917236,102972735,1160,NYSEG
10032076159,102972748,1160,NYSEG
10024480310,102972749,1160,NYSEG
10041322123,102972750,1160,NYSEG
10017647974,102972756,1160,NYSEG
10042410109,102972757,1160,NYSEG
10054131023,102972758,1160,NYSEG
10013806269,102972759,1160,NYSEG
10038174677,102972760,1160,NYSEG
10018908052,102972761,1160,NYSEG
10053884846,102972762,1160,NYSEG
10047576631,102972763,1160,NYSEG
10044237112,102972768,1160,NYSEG
10050616902,102972769,1160,NYSEG
10026121144,102972770,1160,NYSEG
10017592485,102972771,1160,NYSEG
10090684779,102972773,1160,NYSEG
10021602502,102972774,1160,NYSEG
10048818875,102972775,1160,NYSEG
10016908179,102972781,1160,NYSEG
10027930188,102972782,1160,NYSEG
10018907989,102972784,1160,NYSEG
10018907971,102972785,1160,NYSEG
10018907963,102972786,1160,NYSEG
10090955864,102972788,1160,NYSEG
10090538272,102972790,1160,NYSEG
10018916030,102972791,1160,NYSEG
10015289407,102972792,1160,NYSEG
10031205981,102972793,1160,NYSEG
10015289373,102972794,1160,NYSEG
10015289381,102972795,1160,NYSEG
10036186327,102972796,1160,NYSEG
10050464519,102972797,1160,NYSEG
10013270292,102972798,1160,NYSEG
10090061408,102972799,1160,NYSEG
10044987203,102972803,1160,NYSEG
10015110892,102972808,1160,NYSEG
10015110900,102972809,1160,NYSEG
10041576868,102972810,1160,NYSEG
10010757531,102972811,1160,NYSEG
10016246075,102972812,1160,NYSEG
10052536645,102972813,1160,NYSEG
10051195625,102972814,1160,NYSEG
10048647712,102972815,1160,NYSEG
10054051205,102972821,1160,NYSEG
10013270037,102972822,1160,NYSEG
10053943873,102972823,1160,NYSEG
10039811970,102972824,1160,NYSEG
10039813018,102972825,1160,NYSEG
10039813026,102972826,1160,NYSEG
10054144778,102972827,1160,NYSEG
10030874571,102972828,1160,NYSEG
10031492910,102972829,1160,NYSEG
10040312711,102972830,1160,NYSEG
10045943783,102972831,1160,NYSEG
10036158623,102972833,1160,NYSEG
10035652824,102972834,1160,NYSEG
10018915982,102972835,1160,NYSEG
10018918242,102972836,1160,NYSEG
10053526413,102972837,1160,NYSEG
10028690708,102972838,1160,NYSEG
10053526405,102972839,1160,NYSEG
10052362513,102972844,1160,NYSEG
10050897189,102972845,1160,NYSEG
10040428004,102972846,1160,NYSEG
10024244500,102972847,1160,NYSEG
10052255782,102972848,1160,NYSEG
10037594461,102972849,1160,NYSEG
10017766857,102972850,1160,NYSEG
10017767236,102972851,1160,NYSEG
10052096574,102972852,1160,NYSEG
